person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,credit_score,loan_percent_income,person_home_ownership,loan_intent,previous_loan_defaults_on_file,loan_status
48.0,2417357.0,33,2845900,23.43,580.0,1.1773,RENT,PERSONAL,N,1
51.0,1949971.0,11,4325222,13.17,556.0,2.2181,MORTGAGE,HOMEIMPROVEMENT,Y,0
28.0,1294337.0,32,1935044,8.06,393.0,1.495,RENT,MEDICAL,N,1
59.0,1574473.0,23,3607120,22.26,623.0,2.291,OTHER,EDUCATION,N,0
46.0,3400428.0,19,4659922,7.65,661.0,1.3704,OTHER,EDUCATION,N,1
54.0,3732334.0,4,4161963,23.2,650.0,1.1151,MORTGAGE,VENTURE,N,0
23.0,723881.0,37,3665053,18.3,,5.0631,MORTGAGE,HOMEIMPROVEMENT,N,0
32.0,1168454.0,29,782793,23.01,486.0,0.6699,RENT,VENTURE,N,1
21.0,4028551.0,23,21957,10.39,879.0,0.0055,MORTGAGE,DEBTCONSOLIDATION,N,1
64.0,4985925.0,39,4014804,7.69,841.0,0.8052,RENT,HOMEIMPROVEMENT,N,1
25.0,3451394.0,6,981120,15.3,603.0,0.2843,OWN,HOMEIMPROVEMENT,N,1
50.0,2977364.0,35,27829,14.66,735.0,0.0093,OTHER,PERSONAL,N,1
50.0,3504513.0,37,2253256,12.64,512.0,0.643,MORTGAGE,HOMEIMPROVEMENT,N,1
37.0,2585678.0,15,3255498,23.28,705.0,1.2591,OWN,VENTURE,N,1
43.0,1826644.0,14,3706368,20.98,433.0,2.0291,OWN,DEBTCONSOLIDATION,Y,0
35.0,3276813.0,22,2137367,18.25,518.0,0.6523,RENT,HOMEIMPROVEMENT,Y,0
57.0,1763560.0,11,1508111,9.77,720.0,0.8552,RENT,HOMEIMPROVEMENT,N,1
41.0,2443673.0,28,1578327,19.48,618.0,0.6459,MORTGAGE,EDUCATION,N,1
34.0,3625488.0,14,2837154,19.36,456.0,0.7826,RENT,EDUCATION,N,0
22.0,3170745.0,28,3118958,14.23,487.0,0.9837,OWN,DEBTCONSOLIDATION,N,1
31.0,4794068.0,20,4902712,22.72,775.0,1.0227,OWN,EDUCATION,N,1
59.0,3452923.0,14,784474,9.84,461.0,0.2272,OTHER,MEDICAL,N,1
58.0,3345741.0,13,4410908,11.54,428.0,1.3184,OWN,EDUCATION,N,1
54.0,2648714.0,15,2698154,8.07,603.0,1.0187,MORTGAGE,MEDICAL,N,1
58.0,366486.0,14,4847650,20.52,388.0,13.2274,OTHER,DEBTCONSOLIDATION,N,0
54.0,576888.0,3,288169,17.57,461.0,0.4995,RENT,MEDICAL,N,1
38.0,3706597.0,26,819138,12.35,335.0,0.221,OTHER,DEBTCONSOLIDATION,N,1
50.0,985988.0,22,4902580,9.78,526.0,4.9723,OWN,VENTURE,N,1
35.0,700428.0,28,4366232,7.68,450.0,6.2337,MORTGAGE,EDUCATION,N,1
47.0,4607632.0,8,1948174,9.83,892.0,0.4228,RENT,HOMEIMPROVEMENT,N,1
54.0,2239706.0,6,3164907,14.71,346.0,1.4131,RENT,PERSONAL,N,1
58.0,1878782.0,3,703983,11.2,530.0,0.3747,OWN,HOMEIMPROVEMENT,Y,0
53.0,4455665.0,4,682947,11.4,838.0,0.1533,MORTGAGE,EDUCATION,N,1
44.0,3039190.0,4,2786245,21.88,464.0,0.9168,OWN,HOMEIMPROVEMENT,N,0
35.0,547172.0,10,3410205,15.76,886.0,6.2324,OWN,EDUCATION,Y,0
50.0,764673.0,27,2444434,19.4,873.0,3.1967,MORTGAGE,EDUCATION,Y,0
62.0,405658.0,15,2807975,7.61,365.0,6.922,OWN,HOMEIMPROVEMENT,N,0
37.0,1640641.0,29,4172828,13.21,379.0,2.5434,MORTGAGE,MEDICAL,N,0
25.0,1880283.0,3,183226,15.15,439.0,0.0974,MORTGAGE,VENTURE,Y,0
49.0,904085.0,1,2618711,10.17,699.0,2.8965,OWN,VENTURE,Y,0
24.0,901993.0,2,126905,9.04,429.0,0.1407,OWN,VENTURE,N,1
30.0,875571.0,20,1087406,21.8,745.0,1.2419,OTHER,VENTURE,N,1
37.0,978282.0,5,4052236,22.97,328.0,4.1422,RENT,PERSONAL,Y,0
30.0,621761.0,17,2399905,8.34,501.0,3.8599,RENT,DEBTCONSOLIDATION,N,0
37.0,3585715.0,4,4745993,12.93,536.0,1.3236,MORTGAGE,EDUCATION,N,1
40.0,4252748.0,8,4625249,23.29,898.0,1.0876,OTHER,PERSONAL,Y,0
44.0,2724469.0,19,899912,8.41,638.0,0.3303,MORTGAGE,VENTURE,N,1
25.0,467942.0,27,710527,17.94,698.0,1.5184,OTHER,VENTURE,N,1
54.0,4044456.0,25,4429557,23.53,,1.0952,MORTGAGE,HOMEIMPROVEMENT,N,1
26.0,3995204.0,17,3999551,23.63,588.0,1.0011,RENT,VENTURE,N,0
22.0,487462.0,18,3774599,15.01,551.0,7.7434,OTHER,EDUCATION,N,1
33.0,4078207.0,2,4393547,9.77,399.0,1.0773,OWN,VENTURE,N,1
63.0,4694350.0,8,4685616,10.44,884.0,0.9981,OWN,VENTURE,N,1
63.0,571773.0,35,147719,22.12,721.0,0.2584,RENT,PERSONAL,Y,0
31.0,2580630.0,30,4094338,22.5,317.0,1.5866,OTHER,EDUCATION,N,0
43.0,4713167.0,16,255221,17.33,770.0,0.0542,OWN,MEDICAL,N,1
36.0,2980514.0,22,1082643,20.02,306.0,0.3632,OWN,HOMEIMPROVEMENT,N,1
51.0,2945126.0,33,1568569,19.58,718.0,0.5326,OWN,MEDICAL,N,1
31.0,4416399.0,4,3682072,18.25,679.0,0.8337,RENT,DEBTCONSOLIDATION,N,1
36.0,2877364.0,14,4459074,21.06,807.0,1.5497,MORTGAGE,PERSONAL,N,1
28.0,3773638.0,2,563616,18.65,413.0,0.1494,OWN,VENTURE,N,0
24.0,2867892.0,18,4257136,16.08,810.0,1.4844,OWN,HOMEIMPROVEMENT,N,1
60.0,237593.0,27,1101347,11.03,895.0,4.6354,MORTGAGE,DEBTCONSOLIDATION,N,1
24.0,841252.0,2,4301725,19.65,768.0,5.1135,OWN,DEBTCONSOLIDATION,N,0
45.0,1052473.0,37,2044730,15.05,392.0,1.9428,OTHER,EDUCATION,N,0
,276202.0,3,1530770,,791.0,5.5422,OWN,HOMEIMPROVEMENT,N,1
52.0,2324758.0,23,3812717,20.63,401.0,1.64,MORTGAGE,DEBTCONSOLIDATION,N,0
23.0,3419497.0,30,4494603,18.84,792.0,1.3144,RENT,PERSONAL,N,1
47.0,268542.0,10,4980121,22.93,835.0,18.545,RENT,VENTURE,N,1
49.0,1567158.0,36,159360,9.81,784.0,0.1017,OTHER,PERSONAL,N,1
52.0,1985932.0,0,3468460,18.04,778.0,1.7465,OWN,DEBTCONSOLIDATION,N,1
39.0,2822762.0,8,2325175,11.15,466.0,0.8237,OWN,EDUCATION,Y,0
41.0,1793906.0,16,1053904,22.36,439.0,0.5875,MORTGAGE,MEDICAL,Y,0
25.0,3866434.0,0,2642691,8.69,393.0,0.6835,MORTGAGE,VENTURE,N,0
38.0,605433.0,2,1160996,18.15,480.0,1.9176,OTHER,VENTURE,Y,0
48.0,4969291.0,25,4476071,20.45,875.0,0.9007,OTHER,PERSONAL,N,1
62.0,240140.0,30,1375435,13.03,303.0,5.7276,OWN,PERSONAL,N,0
42.0,1665554.0,25,4472571,23.22,,2.6853,OWN,PERSONAL,N,1
41.0,1734645.0,22,1323781,21.46,571.0,0.7631,OTHER,DEBTCONSOLIDATION,Y,0
26.0,1597307.0,29,1164969,12.01,431.0,0.7293,RENT,VENTURE,Y,0
21.0,3896962.0,9,2885656,7.13,883.0,0.7405,RENT,PERSONAL,Y,0
25.0,3380786.0,7,1359815,12.04,892.0,0.4022,RENT,HOMEIMPROVEMENT,Y,0
61.0,4826103.0,24,2297842,11.78,811.0,0.4761,RENT,DEBTCONSOLIDATION,N,1
32.0,3601001.0,21,3761459,22.13,351.0,1.0446,OTHER,DEBTCONSOLIDATION,N,0
46.0,3566403.0,14,390149,23.44,589.0,0.1094,MORTGAGE,HOMEIMPROVEMENT,N,1
54.0,1948594.0,9,3976974,8.2,745.0,2.0409,RENT,HOMEIMPROVEMENT,Y,1
34.0,3771420.0,19,2192293,15.01,536.0,0.5813,OTHER,DEBTCONSOLIDATION,N,0
46.0,2539127.0,22,2598160,16.32,790.0,1.0232,RENT,VENTURE,N,1
47.0,4093439.0,0,3848920,8.58,579.0,0.9403,OWN,PERSONAL,Y,0
29.0,2045618.0,1,3119668,13.42,343.0,1.525,RENT,EDUCATION,N,0
,4790239.0,18,1279343,12.39,658.0,0.2671,OTHER,PERSONAL,N,1
42.0,3027448.0,13,4900707,16.11,867.0,1.6188,OWN,VENTURE,N,1
50.0,1401661.0,7,3504627,18.24,825.0,2.5003,OWN,HOMEIMPROVEMENT,N,1
63.0,3614524.0,37,177659,18.96,761.0,0.0492,RENT,VENTURE,N,1
37.0,1264100.0,11,3421236,9.32,400.0,2.7065,RENT,PERSONAL,N,1
46.0,1659390.0,25,2100717,20.82,760.0,1.266,OWN,VENTURE,N,1
56.0,2157878.0,26,523993,18.54,567.0,0.2428,MORTGAGE,EDUCATION,Y,0
21.0,4862037.0,28,3867176,22.11,661.0,0.7954,OTHER,VENTURE,N,1
28.0,465617.0,14,520684,14.64,707.0,1.1183,OTHER,MEDICAL,N,1
55.0,1954053.0,0,4805607,22.2,336.0,2.4593,OTHER,VENTURE,N,0
35.0,1243015.0,27,1407928,21.72,767.0,1.1327,OTHER,PERSONAL,N,1
42.0,4620756.0,2,2055481,14.45,558.0,0.4448,OTHER,MEDICAL,N,1
34.0,,17,2656785,13.48,808.0,10.9983,OWN,HOMEIMPROVEMENT,Y,0
46.0,2998768.0,33,1406615,22.86,608.0,0.4691,OTHER,PERSONAL,N,1
48.0,1495801.0,31,739695,19.16,572.0,0.4945,MORTGAGE,DEBTCONSOLIDATION,Y,0
43.0,2977754.0,28,3125084,22.78,409.0,1.0495,MORTGAGE,EDUCATION,Y,0
34.0,,24,3809038,20.55,559.0,2.1983,RENT,VENTURE,N,0
44.0,1840992.0,25,2059300,17.36,567.0,1.1186,RENT,VENTURE,N,0
22.0,4512200.0,38,4081889,8.97,331.0,0.9046,RENT,PERSONAL,N,1
46.0,1167497.0,7,2420412,11.96,476.0,2.0732,RENT,VENTURE,N,1
34.0,4009949.0,18,163023,23.47,403.0,0.0407,OWN,VENTURE,Y,0
27.0,4374367.0,21,4433655,12.43,535.0,1.0136,MORTGAGE,HOMEIMPROVEMENT,N,0
23.0,3889469.0,28,3968681,,392.0,1.0204,OWN,VENTURE,Y,0
43.0,404371.0,32,326575,19.03,500.0,0.8076,MORTGAGE,VENTURE,N,0
63.0,3233128.0,37,684104,19.48,896.0,0.2116,OWN,HOMEIMPROVEMENT,N,1
38.0,2349318.0,34,3480966,11.85,334.0,1.4817,MORTGAGE,DEBTCONSOLIDATION,N,0
58.0,3244510.0,2,2483908,12.06,416.0,0.7656,RENT,VENTURE,N,1
55.0,1312180.0,18,2023491,14.97,757.0,1.5421,MORTGAGE,DEBTCONSOLIDATION,N,1
35.0,,9,1135521,7.37,770.0,1.989,RENT,HOMEIMPROVEMENT,N,1
45.0,1513133.0,26,4980146,20.42,698.0,3.2913,MORTGAGE,EDUCATION,N,1
57.0,340285.0,14,1679208,12.39,896.0,4.9347,OWN,VENTURE,N,1
48.0,3346699.0,10,149244,21.51,416.0,0.0446,OTHER,PERSONAL,N,1
30.0,2667649.0,25,731673,20.64,661.0,0.2743,MORTGAGE,MEDICAL,Y,0
59.0,,23,3437635,18.24,503.0,1.4559,OWN,EDUCATION,N,1
37.0,1357739.0,12,4121905,12.52,445.0,3.0359,OTHER,VENTURE,N,1
59.0,2351016.0,31,2601090,15.78,743.0,1.1064,OWN,PERSONAL,Y,0
42.0,3278411.0,36,499922,14.56,596.0,0.1525,OTHER,MEDICAL,N,1
46.0,4738599.0,3,4446134,12.76,880.0,0.9383,RENT,HOMEIMPROVEMENT,N,1
64.0,2866826.0,12,4010135,21.42,786.0,1.3988,MORTGAGE,VENTURE,N,1
,1638543.0,8,3135983,15.22,530.0,1.9139,OWN,DEBTCONSOLIDATION,N,0
37.0,,33,975098,21.16,502.0,0.3419,MORTGAGE,DEBTCONSOLIDATION,N,0
33.0,2587587.0,36,2316972,8.79,661.0,0.8954,RENT,HOMEIMPROVEMENT,N,1
40.0,3302963.0,6,621477,9.4,694.0,0.1882,RENT,EDUCATION,N,1
45.0,1261288.0,0,3767523,23.61,547.0,2.987,MORTGAGE,DEBTCONSOLIDATION,N,0
24.0,3448273.0,11,339669,16.99,739.0,0.0985,OWN,MEDICAL,N,1
30.0,1921503.0,20,4180794,15.67,695.0,2.1758,OWN,DEBTCONSOLIDATION,N,1
23.0,4470153.0,10,2730688,,655.0,0.6109,OWN,MEDICAL,N,1
,4599797.0,13,4753196,10.66,700.0,1.0333,MORTGAGE,DEBTCONSOLIDATION,N,1
38.0,754111.0,33,4058745,19.22,540.0,5.3822,OWN,HOMEIMPROVEMENT,N,0
56.0,1302791.0,33,2269071,8.44,640.0,1.7417,OWN,HOMEIMPROVEMENT,N,1
42.0,4061087.0,24,3609653,,528.0,0.8888,OTHER,DEBTCONSOLIDATION,N,0
54.0,2593869.0,3,4739272,16.7,842.0,1.8271,OWN,EDUCATION,N,1
28.0,897948.0,25,3793524,22.54,838.0,4.2247,RENT,PERSONAL,N,1
60.0,2709244.0,15,105619,15.95,828.0,0.039,OWN,DEBTCONSOLIDATION,N,1
64.0,981635.0,9,4259341,9.33,566.0,4.339,MORTGAGE,VENTURE,N,1
39.0,1617217.0,1,2166066,16.74,428.0,1.3394,MORTGAGE,PERSONAL,Y,0
62.0,2894686.0,34,1165831,8.55,519.0,0.4027,OWN,DEBTCONSOLIDATION,N,1
61.0,3380545.0,18,1526871,10.46,381.0,0.4517,MORTGAGE,MEDICAL,Y,0
57.0,381414.0,5,4410372,7.53,860.0,11.5632,MORTGAGE,VENTURE,Y,0
26.0,4601116.0,18,562813,15.73,852.0,0.1223,OWN,EDUCATION,N,1
,2213729.0,7,1326668,8.44,319.0,0.5993,OTHER,PERSONAL,N,1
54.0,2552110.0,13,4743090,14.98,626.0,1.8585,OTHER,PERSONAL,N,0
26.0,1793083.0,9,3901598,22.86,336.0,2.1759,OTHER,VENTURE,N,1
57.0,2165726.0,2,4174166,19.24,681.0,1.9274,OTHER,EDUCATION,N,0
53.0,3552862.0,37,4264094,8.32,338.0,1.2002,RENT,DEBTCONSOLIDATION,N,0
42.0,1560808.0,28,2133397,10.81,408.0,1.3669,OWN,EDUCATION,N,1
41.0,4331430.0,14,3044576,18.45,728.0,0.7029,MORTGAGE,DEBTCONSOLIDATION,N,1
26.0,171650.0,22,1570341,22.21,363.0,9.1485,MORTGAGE,PERSONAL,N,0
26.0,1554962.0,22,4068143,7.56,474.0,2.6162,OWN,DEBTCONSOLIDATION,Y,0
24.0,3173846.0,17,2706314,20.81,331.0,0.8527,MORTGAGE,PERSONAL,N,0
50.0,2023204.0,18,4508965,16.55,830.0,2.2286,RENT,HOMEIMPROVEMENT,N,1
31.0,3063293.0,27,4804477,16.28,,1.5684,OTHER,VENTURE,N,0
,2489189.0,25,4774942,23.28,781.0,1.9183,OWN,EDUCATION,N,1
51.0,356251.0,9,4511461,19.71,505.0,12.6637,MORTGAGE,MEDICAL,N,1
44.0,3994328.0,3,4244217,21.45,546.0,1.0626,RENT,VENTURE,N,0
29.0,4220101.0,1,1413400,13.02,388.0,0.3349,MORTGAGE,DEBTCONSOLIDATION,N,0
23.0,4663207.0,2,2827422,16.42,615.0,0.6063,RENT,HOMEIMPROVEMENT,Y,0
,1566693.0,6,1737421,17.46,310.0,1.109,MORTGAGE,VENTURE,N,0
60.0,1044801.0,15,4600380,12.47,348.0,4.4031,OTHER,PERSONAL,N,1
57.0,1874854.0,30,59875,16.69,872.0,0.0319,OWN,VENTURE,N,1
56.0,532811.0,9,1550665,11.02,470.0,2.9103,OTHER,DEBTCONSOLIDATION,N,0
44.0,4845995.0,18,4016107,9.44,442.0,0.8287,OTHER,VENTURE,N,1
51.0,1158314.0,27,1068162,13.36,506.0,0.9222,MORTGAGE,VENTURE,Y,0
26.0,4558608.0,16,2159138,99.0,762.0,0.4736,OTHER,DEBTCONSOLIDATION,N,1
22.0,2643330.0,27,4632410,22.58,,1.7525,OWN,MEDICAL,N,1
40.0,1867787.0,18,466297,14.78,500.0,0.2497,RENT,HOMEIMPROVEMENT,N,1
48.0,4546208.0,36,2660247,17.93,304.0,0.5852,RENT,VENTURE,N,0
31.0,861716.0,22,3372720,8.75,510.0,3.914,MORTGAGE,VENTURE,N,1
24.0,2917257.0,19,3989337,22.38,328.0,1.3675,OWN,MEDICAL,Y,0
35.0,2985623.0,12,3643405,16.67,489.0,1.2203,OWN,EDUCATION,N,0
26.0,1849660.0,12,1127201,20.27,487.0,0.6094,RENT,VENTURE,N,0
50.0,495430.0,10,4087474,20.51,449.0,8.2504,RENT,DEBTCONSOLIDATION,N,0
58.0,978411.0,14,328461,11.36,824.0,0.3357,OTHER,DEBTCONSOLIDATION,N,1
22.0,2007845.0,16,2540346,16.0,665.0,1.2652,MORTGAGE,VENTURE,Y,0
35.0,2655365.0,27,1659383,23.33,456.0,0.6249,RENT,EDUCATION,Y,0
31.0,2089983.0,18,4968938,8.52,379.0,2.3775,RENT,DEBTCONSOLIDATION,N,0
28.0,997405.0,3,2237995,18.61,572.0,2.2438,OWN,VENTURE,N,0
46.0,2441947.0,21,642621,23.36,817.0,0.2632,OWN,VENTURE,N,1
64.0,383462.0,21,2046287,12.11,531.0,5.3363,OWN,VENTURE,N,1
25.0,3136068.0,36,165205,21.64,459.0,0.0527,RENT,HOMEIMPROVEMENT,N,1
26.0,2118921.0,38,533566,22.87,643.0,0.2518,MORTGAGE,DEBTCONSOLIDATION,N,1
46.0,3551447.0,33,4595678,19.7,588.0,1.294,OTHER,PERSONAL,Y,0
24.0,2800196.0,32,2691052,10.93,504.0,0.961,MORTGAGE,HOMEIMPROVEMENT,N,0
39.0,3938264.0,39,4269177,12.68,604.0,1.084,RENT,EDUCATION,N,1
40.0,3850357.0,32,4946442,7.61,659.0,1.2847,OTHER,HOMEIMPROVEMENT,N,1
53.0,560226.0,11,203074,21.13,699.0,0.3625,MORTGAGE,HOMEIMPROVEMENT,N,1
40.0,1914694.0,1,4066974,21.44,748.0,2.1241,RENT,MEDICAL,N,0
32.0,1957254.0,27,2981176,17.76,405.0,1.5231,MORTGAGE,EDUCATION,Y,0
21.0,1822349.0,9,2475860,12.99,381.0,1.3586,RENT,EDUCATION,N,1
46.0,281562.0,21,3735551,8.31,641.0,13.2672,OWN,EDUCATION,N,0
34.0,1202305.0,16,1431672,19.8,720.0,1.1908,MORTGAGE,HOMEIMPROVEMENT,N,1
58.0,4602664.0,25,4164808,19.35,348.0,0.9049,OWN,EDUCATION,N,0
57.0,3317126.0,2,1760914,22.51,505.0,0.5309,OWN,DEBTCONSOLIDATION,N,0
31.0,2543946.0,6,3901906,19.42,517.0,1.5338,OTHER,MEDICAL,N,0
56.0,4972481.0,7,1786305,21.09,735.0,0.3592,OTHER,VENTURE,N,1
33.0,3561031.0,19,2505120,19.68,621.0,0.7035,MORTGAGE,HOMEIMPROVEMENT,N,0
63.0,510306.0,11,4683225,17.72,530.0,9.1773,RENT,VENTURE,N,1
23.0,2874274.0,34,4314586,14.26,,1.5011,OTHER,VENTURE,N,1
53.0,1744502.0,16,3066151,22.34,728.0,1.7576,OTHER,HOMEIMPROVEMENT,Y,0
,4083233.0,27,4425842,18.07,583.0,1.0839,OWN,DEBTCONSOLIDATION,N,0
30.0,1638303.0,9,4396262,13.77,785.0,2.6834,OWN,HOMEIMPROVEMENT,N,1
25.0,668490.0,21,3366641,8.42,575.0,5.0362,RENT,EDUCATION,Y,0
43.0,2223946.0,37,3809144,11.94,732.0,1.7128,OTHER,MEDICAL,N,1
30.0,2710244.0,32,3565090,16.24,484.0,1.3154,OTHER,HOMEIMPROVEMENT,N,0
64.0,4379228.0,21,4975697,11.69,515.0,1.1362,RENT,VENTURE,N,0
22.0,1411368.0,36,2708177,10.76,396.0,1.9188,OTHER,HOMEIMPROVEMENT,N,1
33.0,2053124.0,12,3244295,15.97,418.0,1.5802,MORTGAGE,MEDICAL,N,0
60.0,2942537.0,26,192506,9.89,664.0,0.0654,MORTGAGE,PERSONAL,Y,1
,3297887.0,14,1775207,20.61,702.0,0.5383,RENT,DEBTCONSOLIDATION,N,1
40.0,4814496.0,21,2169878,15.23,696.0,0.4507,OWN,VENTURE,Y,0
21.0,1737542.0,29,2974485,16.76,757.0,1.7119,RENT,PERSONAL,N,1
57.0,4012163.0,39,3657981,9.51,617.0,0.9117,MORTGAGE,PERSONAL,N,1
29.0,1790027.0,36,4797488,12.52,681.0,2.6801,OTHER,MEDICAL,N,1
37.0,2976267.0,33,4377929,13.97,441.0,1.4709,OTHER,DEBTCONSOLIDATION,N,0
29.0,304536.0,33,779680,20.74,756.0,2.5602,OWN,HOMEIMPROVEMENT,N,1
31.0,4919729.0,34,1372797,20.09,800.0,0.279,OWN,PERSONAL,Y,1
35.0,4767752.0,18,2110777,10.79,622.0,0.4427,MORTGAGE,EDUCATION,N,1
44.0,3095081.0,7,3193965,17.48,567.0,1.0319,OWN,HOMEIMPROVEMENT,N,1
58.0,2748385.0,38,4394679,11.14,786.0,1.599,RENT,DEBTCONSOLIDATION,N,1
55.0,774773.0,32,75197,23.8,459.0,0.0971,MORTGAGE,VENTURE,Y,0
50.0,2167528.0,27,3455632,23.19,313.0,1.5943,OTHER,HOMEIMPROVEMENT,N,0
51.0,1828332.0,36,4052334,16.58,454.0,2.2164,OTHER,MEDICAL,N,1
25.0,1152021.0,24,1509758,18.88,400.0,1.3105,OTHER,MEDICAL,Y,0
64.0,2335132.0,35,1110100,20.62,871.0,0.4754,OWN,VENTURE,N,1
34.0,1568314.0,16,1757844,19.26,342.0,1.1208,MORTGAGE,VENTURE,N,1
31.0,3772541.0,23,1487859,18.9,492.0,0.3944,OWN,VENTURE,N,1
29.0,442007.0,20,4606880,23.3,610.0,10.4226,RENT,MEDICAL,Y,0
54.0,2645990.0,1,4564676,17.14,764.0,1.7251,MORTGAGE,DEBTCONSOLIDATION,Y,0
32.0,4214610.0,30,1163331,17.82,462.0,0.276,OWN,DEBTCONSOLIDATION,N,0
55.0,1674960.0,32,1968279,21.44,650.0,1.1751,OTHER,HOMEIMPROVEMENT,Y,0
55.0,3078785.0,29,1603057,18.39,533.0,0.5207,OTHER,PERSONAL,Y,0
21.0,1519971.0,11,293392,19.46,702.0,0.193,RENT,PERSONAL,N,1
60.0,4941164.0,11,1497644,10.98,650.0,0.3031,RENT,EDUCATION,N,1
42.0,1762119.0,23,19012,13.31,466.0,0.0108,RENT,MEDICAL,N,1
49.0,537773.0,23,3364967,9.5,447.0,6.2572,OTHER,VENTURE,N,0
28.0,4366803.0,10,355938,15.6,327.0,0.0815,OWN,DEBTCONSOLIDATION,N,1
31.0,776840.0,12,2918683,14.75,558.0,3.7571,OTHER,HOMEIMPROVEMENT,N,0
61.0,4789148.0,26,4043587,23.95,897.0,0.8443,OTHER,DEBTCONSOLIDATION,N,1
57.0,1784224.0,7,3013526,,741.0,1.689,OTHER,MEDICAL,N,1
34.0,1596395.0,9,1024416,20.37,826.0,0.6417,OWN,EDUCATION,N,1
50.0,2733677.0,7,3080890,12.68,510.0,1.127,OTHER,DEBTCONSOLIDATION,Y,0
55.0,4209626.0,19,3903318,21.14,842.0,0.9272,RENT,PERSONAL,N,1
41.0,1021905.0,7,2809888,17.46,744.0,2.7497,RENT,HOMEIMPROVEMENT,N,1
57.0,293704.0,8,3439660,18.85,752.0,11.7113,RENT,PERSONAL,Y,0
25.0,215756.0,6,1079077,12.01,703.0,5.0014,RENT,HOMEIMPROVEMENT,N,1
39.0,1517064.0,13,4937653,,,3.2547,OTHER,VENTURE,Y,0
34.0,3696293.0,27,4832325,17.78,704.0,1.3073,OTHER,HOMEIMPROVEMENT,N,1
,4153314.0,1,4481658,17.01,874.0,1.0791,OTHER,VENTURE,N,0
24.0,4864386.0,7,1187052,22.56,734.0,0.244,RENT,MEDICAL,N,1
45.0,2546640.0,12,4905153,22.27,527.0,1.9261,OWN,PERSONAL,Y,0
62.0,3428262.0,20,2331141,23.51,775.0,0.68,MORTGAGE,HOMEIMPROVEMENT,N,1
45.0,2075464.0,27,860153,18.35,767.0,0.4144,MORTGAGE,HOMEIMPROVEMENT,Y,0
38.0,2066796.0,34,2595412,23.52,400.0,1.2558,MORTGAGE,EDUCATION,N,1
60.0,1436188.0,22,3591597,21.15,722.0,2.5008,OWN,PERSONAL,N,1
28.0,583797.0,14,2587046,11.6,655.0,4.4314,OTHER,MEDICAL,N,1
59.0,3235945.0,1,3820004,14.27,438.0,1.1805,MORTGAGE,VENTURE,N,0
60.0,4318773.0,11,2304135,11.05,868.0,0.5335,MORTGAGE,MEDICAL,N,1
34.0,950607.0,35,1614313,7.07,430.0,1.6982,OTHER,EDUCATION,N,1
52.0,1934094.0,2,3438654,10.2,848.0,1.7779,MORTGAGE,MEDICAL,N,1
58.0,2294797.0,4,3641508,7.07,767.0,1.5869,OTHER,VENTURE,N,1
53.0,389608.0,2,519590,19.24,779.0,1.3336,MORTGAGE,PERSONAL,N,0
43.0,4891875.0,18,1612243,14.23,410.0,0.3296,OTHER,DEBTCONSOLIDATION,N,1
35.0,3812097.0,1,3193508,12.31,452.0,0.8377,RENT,EDUCATION,N,0
53.0,499115.0,36,3794960,19.95,541.0,7.6034,OWN,HOMEIMPROVEMENT,Y,0
45.0,4174919.0,16,792734,21.15,578.0,0.1899,MORTGAGE,HOMEIMPROVEMENT,N,0
37.0,4447084.0,13,4728642,23.58,662.0,1.0633,OTHER,PERSONAL,N,1
53.0,967166.0,27,1860170,17.91,707.0,1.9233,RENT,DEBTCONSOLIDATION,Y,0
22.0,3296243.0,26,1594492,14.85,474.0,0.4837,OTHER,MEDICAL,N,0
34.0,4192942.0,9,2280256,12.19,434.0,0.5438,MORTGAGE,HOMEIMPROVEMENT,N,1
60.0,1003159.0,2,1516821,10.78,805.0,1.512,MORTGAGE,EDUCATION,N,1
60.0,4048888.0,35,2407812,,593.0,0.5947,MORTGAGE,DEBTCONSOLIDATION,N,1
59.0,1045596.0,37,4553605,13.96,794.0,4.355,MORTGAGE,VENTURE,N,1
,2581129.0,24,1453268,23.86,718.0,0.563,MORTGAGE,MEDICAL,N,1
26.0,4927347.0,21,4323862,7.01,505.0,0.8775,RENT,DEBTCONSOLIDATION,N,0
23.0,1750720.0,38,4764380,10.35,617.0,2.7214,OTHER,VENTURE,N,0
27.0,2755327.0,29,514204,10.2,372.0,0.1866,OTHER,DEBTCONSOLIDATION,N,1
28.0,3369598.0,20,2511290,19.19,558.0,0.7453,MORTGAGE,DEBTCONSOLIDATION,N,0
62.0,3432808.0,29,3662634,12.99,657.0,1.0669,OTHER,MEDICAL,N,1
35.0,2119412.0,27,860630,14.77,447.0,0.4061,RENT,EDUCATION,N,0
49.0,740611.0,30,284233,9.53,524.0,0.3838,MORTGAGE,VENTURE,Y,0
53.0,,25,566888,13.88,,0.1187,OWN,EDUCATION,N,1
50.0,4092033.0,21,4381552,8.75,855.0,1.0708,RENT,VENTURE,Y,0
59.0,578556.0,20,2971936,16.06,655.0,5.1368,MORTGAGE,MEDICAL,N,1
47.0,3825049.0,0,4094396,8.66,837.0,1.0704,OTHER,EDUCATION,N,1
56.0,630350.0,36,358109,20.44,560.0,0.5681,RENT,MEDICAL,N,1
49.0,646232.0,12,397684,16.63,870.0,0.6154,MORTGAGE,DEBTCONSOLIDATION,N,1
